First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,Link,SLpM,Str. Acc.,SApM,Str. Def,TD Avg.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
RJ,Clifford,,--,160 lbs.,--,,4,3,0,0,http://ufcstats.com/fighter-details/8e32bfcff3ec1717,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Josh,Clopton,The Gentleman,"5' 6""",145 lbs.,--,Orthodox,6,2,1,0,http://ufcstats.com/fighter-details/48e96d9cea6d4ab0,1.60,64%,2.87,50%,2.00,2.00,66%,75%,0.0
Brian,Cobb,,"5' 11""",155 lbs.,--,Orthodox,20,9,0,0,http://ufcstats.com/fighter-details/3138fab619faf4d1,0.00,0%,3.68,55%,5.81,5.81,50%,0%,0.0
Darryl,Cobb,,"5' 9""",185 lbs.,--,,6,8,0,0,http://ufcstats.com/fighter-details/dc6d8256ee3dfba5,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Dave,Cochran,,"5' 6""",155 lbs.,--,,26,29,1,0,http://ufcstats.com/fighter-details/6dbb1107de9a4a08,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Dakota,Cochrane,,"5' 8""",155 lbs.,--,,29,12,0,0,http://ufcstats.com/fighter-details/8fa7e0bc052185ce,2.66,75%,2.66,30%,4.43,4.43,33%,0%,0.0
Marloes,Coenen,,"5' 9""",145 lbs.,"67.0""",,23,8,0,0,http://ufcstats.com/fighter-details/0b77a05bcbd2de74,2.15,51%,1.90,67%,0.82,0.82,30%,41%,2.5
Marc,Cofer,,--,185 lbs.,--,,7,5,0,0,http://ufcstats.com/fighter-details/e90d9d0681270953,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
John,Cofer,The Potter,"5' 9""",155 lbs.,--,Southpaw,8,4,0,0,http://ufcstats.com/fighter-details/8b260672a21d1fd6,2.73,41%,3.43,62%,1.22,1.22,50%,64%,0.0
Chris,Coggins,,--,--,--,,7,10,0,0,http://ufcstats.com/fighter-details/a0c29b13f7a5df32,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Felipe,Colares,Cabocao,"5' 8""",145 lbs.,"69.0""",Orthodox,10,4,0,0,http://ufcstats.com/fighter-details/dbac0a413af64bbe,2.17,45%,4.65,36%,1.88,1.88,24%,43%,0.5
Wayne,Cole,,"6' 1""",205 lbs.,--,Orthodox,16,25,0,0,http://ufcstats.com/fighter-details/2eab7a6c8b0ed8cc,0.57,20%,8.33,27%,4.31,4.31,25%,0%,4.3
Devin,Cole,,"6' 4""",240 lbs.,--,Orthodox,20,10,1,0,http://ufcstats.com/fighter-details/1174782eacde9b0c,3.50,55%,2.14,48%,2.18,2.18,42%,66%,0.0
Coltin,Cole,,--,185 lbs.,--,,4,5,0,0,http://ufcstats.com/fighter-details/cecd72feb0d640e3,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Ivan,Cole,JP,"5' 9""",135 lbs.,--,,2,3,0,0,http://ufcstats.com/fighter-details/987b80f57190d6d0,2.68,36%,4.69,46%,0.00,0.00,0%,0%,0.0
Mark,Coleman,The Hammer,"6' 1""",205 lbs.,"75.0""",Orthodox,16,10,0,0,http://ufcstats.com/fighter-details/21b8a0f5c231096f,1.88,52%,2.62,40%,3.89,3.89,40%,50%,0.8
Cortez,Coleman,Hollywood,"6' 1""",185 lbs.,--,,13,8,0,0,http://ufcstats.com/fighter-details/ffb20ae0db47ebe6,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Clay,Collard,Cassius,"5' 11""",145 lbs.,"73.0""",Orthodox,14,7,0,0,http://ufcstats.com/fighter-details/cc900c6a71ed23f3,4.22,32%,5.00,50%,2.81,2.81,39%,71%,0.5
Jamie,Colleen,,"5' 3""",115 lbs.,"65.0""",Orthodox,4,1,0,0,http://ufcstats.com/fighter-details/6b64db453edf4c50,3.11,61%,5.66,33%,0.52,0.52,33%,50%,1.6
Jake,Collier,The Prototype,"6' 3""",230 lbs.,"78.0""",Orthodox,13,7,0,0,http://ufcstats.com/fighter-details/92fa1401b7927da3,5.67,43%,4.65,51%,0.81,0.81,33%,67%,0.4
Christian,Colombo,,"6' 5""",265 lbs.,--,Orthodox,8,3,1,0,http://ufcstats.com/fighter-details/9123c54d0a2b72dd,2.76,44%,4.02,42%,0.00,0.00,0%,33%,0.0
Wes,Combs,The Soldier,"6' 2""",205 lbs.,--,Orthodox,20,6,0,0,http://ufcstats.com/fighter-details/a85998eb79650b2c,2.14,48%,4.73,45%,0.00,0.00,0%,0%,0.0
Carlos,Condit,The Natural Born Killer,"6' 2""",170 lbs.,"75.0""",Orthodox,32,14,0,0,http://ufcstats.com/fighter-details/f9f07bb5a43535ed,3.66,39%,2.67,55%,0.59,0.59,46%,38%,1.0
Chris,Condo,,"6' 0""",335 lbs.,--,Orthodox,0,1,0,0,http://ufcstats.com/fighter-details/41e77dc504a192c6,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Montserrat,Conejo,,"5' 0""",115 lbs.,"61.0""",Southpaw,10,2,0,0,http://ufcstats.com/fighter-details/1235b31de15d0c6e,1.16,37%,2.44,51%,3.85,3.85,80%,0%,1.9
Tristan,Connelly,Boondock,"5' 10""",145 lbs.,"68.0""",Orthodox,14,8,0,0,http://ufcstats.com/fighter-details/2ebfbe72ed703925,3.31,51%,2.96,50%,0.33,0.33,14%,60%,0.3
Marcos,Conrado Jr.,,"6' 2""",220 lbs.,--,Orthodox,5,1,0,0,http://ufcstats.com/fighter-details/d450769115a193c2,1.60,34%,9.69,35%,1.84,1.84,14%,0%,0.0
Jeremiah,Constant,,"6' 1""",240 lbs.,--,Orthodox,11,8,0,0,http://ufcstats.com/fighter-details/18f5669a92e99d92,1.50,75%,3.25,43%,0.00,0.00,0%,0%,7.5
Jonathan,Contrestano,JT,--,155 lbs.,--,,6,0,0,0,http://ufcstats.com/fighter-details/06d4eb8123087123,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Bob,Cook,Crazy,"5' 9""",170 lbs.,--,Orthodox,5,0,0,0,http://ufcstats.com/fighter-details/1c061eb6e29eaa0a,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Mike,Cook,,"6' 1""",205 lbs.,--,Orthodox,13,13,0,0,http://ufcstats.com/fighter-details/3ab0df1ddd5f1dc2,1.72,49%,2.40,46%,1.03,1.03,33%,55%,2.1
Chad,Cook,,"6' 2""",205 lbs.,--,,10,12,0,0,http://ufcstats.com/fighter-details/e6daf9cdbf0da889,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
TJ,Cook,,--,205 lbs.,--,,13,5,0,0,http://ufcstats.com/fighter-details/fa238ecfd048f7d8,2.30,47%,3.18,54%,1.01,1.01,50%,0%,0.0
Dewey,Cooper,The Black Cobra,--,205 lbs.,--,,2,1,0,0,http://ufcstats.com/fighter-details/5efaaf313b652dd7,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Brett,Cooper,,"6' 0""",170 lbs.,--,Orthodox,23,12,0,0,http://ufcstats.com/fighter-details/88ffe9745e218dd8,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Bill,Cooper,,--,155 lbs.,--,,2,1,0,0,http://ufcstats.com/fighter-details/78bd6940d093fd33,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Bobby,Cooper,Super Duper,"6' 1""",155 lbs.,--,,12,7,0,0,http://ufcstats.com/fighter-details/1b51895e5572cfda,2.87,25%,3.40,59%,0.00,0.00,0%,40%,1.0
Amanda,Cooper,ABC,"5' 3""",115 lbs.,"64.0""",Switch,3,5,0,0,http://ufcstats.com/fighter-details/d4a31850a7457f1b,3.55,44%,3.20,51%,1.53,1.53,38%,28%,1.8
Kit,Cope,Havoc,"6' 0""",170 lbs.,--,Orthodox,6,7,0,0,http://ufcstats.com/fighter-details/ce47f49e5c386a9c,1.18,52%,2.12,35%,0.00,0.00,0%,50%,3.5
Chris,Cope,C-Murder,"6' 0""",170 lbs.,"72.0""",Orthodox,8,4,0,0,http://ufcstats.com/fighter-details/8c8c92a12621d7e0,3.96,26%,4.82,50%,0.00,0.00,0%,80%,0.0
Josh,Copeland,Cuddly Bear,"6' 1""",265 lbs.,--,Orthodox,12,4,0,0,http://ufcstats.com/fighter-details/3aa794cbe1e3484b,1.03,31%,3.01,55%,0.00,0.00,0%,57%,0.0
Michael,Cora,Kookie Monster,"6' 1""",170 lbs.,"77.0""",Southpaw,4,1,0,0,http://ufcstats.com/fighter-details/2b91eff985b532cd,0.80,28%,0.13,66%,0.00,0.00,0%,25%,0.0
Akira,Corassani,,"5' 8""",145 lbs.,"68.0""",Orthodox,12,6,0,0,http://ufcstats.com/fighter-details/3f52ce18fb98008f,3.25,45%,4.91,50%,0.70,0.70,28%,86%,0.0
Muhsin,Corbbrey,,"5' 10""",155 lbs.,--,Orthodox,17,9,0,0,http://ufcstats.com/fighter-details/1f9344211ca7fd60,2.02,34%,5.41,53%,0.00,0.00,0%,80%,0.4
Daniel,Cormier,DC,"5' 11""",235 lbs.,"72.0""",Orthodox,22,3,0,0,http://ufcstats.com/fighter-details/d967f0128c323de6,4.25,52%,2.92,54%,1.83,1.83,44%,80%,0.4
Clint,Coronel,,--,155 lbs.,--,,2,5,0,0,http://ufcstats.com/fighter-details/fe67cd6423f7a8ad,4.93,32%,5.60,66%,0.00,0.00,0%,66%,0.0
Henry,Corrales,,"5' 9""",145 lbs.,--,,13,3,0,0,http://ufcstats.com/fighter-details/7cb0946d51b8cde7,4.12,41%,5.84,55%,0.00,0.00,0%,69%,0.0
Bethe,Correia,Pitbull,"5' 5""",135 lbs.,"64.0""",Orthodox,11,6,1,0,http://ufcstats.com/fighter-details/673ea7dcc786b1b3,4.37,43%,4.93,56%,0.39,0.39,18%,85%,0.0
Wesley,Correira,Cabbage,"6' 3""",260 lbs.,--,Orthodox,20,16,0,0,http://ufcstats.com/fighter-details/4e9fb05d7e5e61b8,2.60,36%,8.80,40%,0.00,0.00,0%,90%,0.0
Waldo,Cortes-Acosta,,--,265 lbs.,--,,6,0,0,0,http://ufcstats.com/fighter-details/fc08099550072fe4,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Tracy,Cortez,,"5' 5""",125 lbs.,"65.0""",Orthodox,10,1,0,0,http://ufcstats.com/fighter-details/68d4a891e5cf2029,3.56,54%,2.32,59%,2.80,2.80,48%,71%,0.4
Reyes,Cortez,JR,"5' 7""",135 lbs.,"68.0""",Orthodox,5,2,0,0,http://ufcstats.com/fighter-details/1a7d44196949577c,3.13,39%,5.20,59%,2.00,2.00,20%,0%,0.0
Chad,Corvin,The Brave Warrior,"6' 5""",255 lbs.,--,,5,0,0,0,http://ufcstats.com/fighter-details/1267b631db78665a,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Louis,Cosce,,"5' 9""",170 lbs.,"71.0""",Orthodox,7,1,0,0,http://ufcstats.com/fighter-details/afe8d5b39ff7fca2,8.22,48%,9.30,48%,1.07,1.07,11%,0%,0.0
Orion,Cosce,Galaxy,"5' 11""",170 lbs.,"71.0""",Switch,7,1,0,0,http://ufcstats.com/fighter-details/2c010b26a3306969,3.70,55%,3.12,52%,1.87,1.87,42%,70%,0.0
Miguel,Cosio,,"6' 4""",205 lbs.,--,,1,13,0,0,http://ufcstats.com/fighter-details/d150c6fbdb7687f4,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jadson,Costa,,"5' 7""",155 lbs.,--,Orthodox,22,8,0,0,http://ufcstats.com/fighter-details/222d6b547de2e035,0.20,50%,3.05,50%,0.00,0.00,0%,0%,0.0
Guilherme,Costa,The Prodigy,--,155 lbs.,--,,7,1,0,0,http://ufcstats.com/fighter-details/28877eddb1c0b967,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Paulo,Costa,The Eraser,"6' 1""",185 lbs.,"72.0""",Orthodox,13,2,0,0,http://ufcstats.com/fighter-details/2e5c2aa8e4ab9d82,6.85,59%,7.02,48%,0.21,0.21,50%,80%,0.0
Randy,Costa,The Zohan,"5' 9""",135 lbs.,"73.0""",Switch,6,3,0,0,http://ufcstats.com/fighter-details/325ad0dd9126d3df,6.73,46%,7.59,58%,0.00,0.00,0%,100%,0.0
Alessandro,Costa,Nono,--,125 lbs.,--,,9,2,0,0,http://ufcstats.com/fighter-details/3fa97913cfd205d3,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Oscar,Cota,Elevation,"6' 0""",230 lbs.,"72.0""",Orthodox,11,3,0,0,http://ufcstats.com/fighter-details/f584a6e0b5b74604,0.33,41%,2.47,41%,0.00,0.00,0%,60%,1.0
Patrick,Cote,The Predator,"5' 11""",170 lbs.,"75.0""",Orthodox,23,11,0,0,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2,2.81,48%,3.21,48%,0.68,0.68,20%,43%,0.2
JC,Cottrell,,"5' 9""",155 lbs.,--,Orthodox,17,5,0,0,http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a,0.79,25%,2.75,45%,0.79,0.79,100%,50%,0.0
JR,Coughran,Bam Bam,"5' 6""",145 lbs.,--,Orthodox,4,1,0,0,http://ufcstats.com/fighter-details/8112c9a23dccc759,12.29,57%,6.80,45%,0.00,0.00,0%,75%,0.0
Rashad,Coulter,Daywalker,"5' 11""",205 lbs.,"76.0""",Orthodox,9,4,0,0,http://ufcstats.com/fighter-details/d1528ac5675558b1,4.82,56%,6.68,50%,0.00,0.00,0%,62%,0.0
Dave,Courchaine,,"5' 8""",170 lbs.,--,,20,7,0,0,http://ufcstats.com/fighter-details/79ab17db3b40831a,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Randy,Couture,The Natural,"6' 1""",205 lbs.,"75.0""",Orthodox,19,11,0,0,http://ufcstats.com/fighter-details/0aa92558424ced9e,2.85,57%,1.53,59%,2.78,2.78,46%,58%,0.5
Kim,Couture,Sugar Free,"5' 8""",135 lbs.,--,Orthodox,3,8,0,0,http://ufcstats.com/fighter-details/84c43f0d25f15b0b,12.12,80%,2.31,69%,0.00,0.00,0%,0%,0.0
Ryan,Couture,,"5' 10""",155 lbs.,"73.0""",Orthodox,11,5,0,0,http://ufcstats.com/fighter-details/46fd223e3ced39b3,3.54,45%,2.87,54%,1.55,1.55,29%,46%,1.3
Nikk,Covert,The Brick,"5' 8""",185 lbs.,--,,3,4,0,0,http://ufcstats.com/fighter-details/400c7b43c86d27d3,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Colby,Covington,Chaos,"5' 11""",170 lbs.,"72.0""",Orthodox,17,3,0,0,http://ufcstats.com/fighter-details/dc9572dd6ec74859,4.10,39%,3.05,55%,4.05,4.05,45%,72%,0.2
Hailey,Cowan,All Hail,--,135 lbs.,--,,6,2,0,0,http://ufcstats.com/fighter-details/3c26c420584d912d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jeff,Cox,The Grinder,"5' 10""",155 lbs.,--,Orthodox,10,7,0,0,http://ufcstats.com/fighter-details/c9bbf1a0285a8076,0.56,25%,1.69,33%,4.23,4.23,50%,80%,0.0
Nathan,Coy,Soulforce,"5' 10""",170 lbs.,"69.0""",Southpaw,15,7,0,0,http://ufcstats.com/fighter-details/15ec018d144710db,3.88,52%,2.40,61%,3.17,3.17,47%,50%,0.0
Andrew,Craig,Highlight,"6' 1""",170 lbs.,"76.0""",Orthodox,9,4,0,0,http://ufcstats.com/fighter-details/8a70ceb3edbe757b,2.39,40%,3.01,50%,0.53,0.53,37%,72%,0.0
Paul,Craig,Bearjew,"6' 3""",205 lbs.,"76.0""",Orthodox,16,4,1,0,http://ufcstats.com/fighter-details/eabf206b162b3b83,2.51,51%,2.49,48%,2.13,2.13,26%,50%,2.0
Dan,Cramer,,"6' 2""",170 lbs.,--,Orthodox,11,4,0,0,http://ufcstats.com/fighter-details/480b702debcb5433,0.97,30%,2.10,31%,0.00,0.00,0%,66%,0.5
Alberto,Crane,,"5' 5""",155 lbs.,--,Orthodox,15,5,0,0,http://ufcstats.com/fighter-details/25433871e4eee0f4,0.43,25%,2.61,57%,0.00,0.00,0%,50%,4.0
Tim,Credeur,,"6' 3""",185 lbs.,"75.0""",Orthodox,12,4,0,0,http://ufcstats.com/fighter-details/89b8d1bf1ff09d1d,3.59,30%,3.13,57%,0.41,0.41,100%,50%,3.3
Paul,Creighton,,"5' 6""",155 lbs.,--,Southpaw,3,1,0,0,http://ufcstats.com/fighter-details/ed73c85164a5f5a4,0.72,75%,4.65,30%,5.37,5.37,37%,0%,0.0
Alexander,Crispim,,--,145 lbs.,--,,8,6,0,0,http://ufcstats.com/fighter-details/15dedd05f8bcb475,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Alex,Crispin,,--,155 lbs.,--,,0,1,0,0,http://ufcstats.com/fighter-details/8944a0f9b2f0ce6d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Kevin,Croom,Crash,"5' 11""",135 lbs.,"73.0""",Orthodox,21,15,0,0,http://ufcstats.com/fighter-details/35b3772629e27a49,2.65,34%,3.10,41%,0.48,0.48,5%,30%,0.5
Ken,Cross,The Boss,"6' 0""",155 lbs.,"72.0""",Southpaw,11,3,0,0,http://ufcstats.com/fighter-details/923767209632e08a,2.20,57%,1.40,55%,1.00,1.00,12%,66%,0.0
Jeff,Crotty,,--,155 lbs.,--,,1,1,0,0,http://ufcstats.com/fighter-details/98601a40e9d96047,0.93,35%,3.33,54%,5.00,5.00,38%,0%,1.0
Allen,Crowder,Pretty Boy,"6' 3""",245 lbs.,"76.0""",Orthodox,10,4,0,0,http://ufcstats.com/fighter-details/a9d6e047ce48ab63,2.95,51%,2.95,56%,1.85,1.85,33%,100%,1.2
Daron,Cruickshank,Detroit Superstar,"5' 8""",155 lbs.,"72.0""",Switch,18,10,0,0,http://ufcstats.com/fighter-details/5f99b2bafb10305f,2.88,38%,2.98,57%,2.04,2.04,41%,60%,0.2
Richard,Crunkilton,Cleat,"5' 7""",155 lbs.,--,Orthodox,19,4,0,0,http://ufcstats.com/fighter-details/22ee260735da0d58,1.72,41%,1.45,58%,4.08,4.08,61%,65%,1.3
Jimmy,Crute,,"6' 2""",205 lbs.,"74.0""",Orthodox,12,3,0,0,http://ufcstats.com/fighter-details/70e1f8a821b72c8b,4.33,56%,2.76,50%,4.87,4.87,75%,60%,2.0
Marcio,Cruz,Pe de Pano,"6' 4""",232 lbs.,--,Orthodox,8,3,0,0,http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b,2.92,46%,1.51,68%,0.53,0.53,7%,37%,1.6
Dominick,Cruz,The Dominator,"5' 8""",135 lbs.,"68.0""",Orthodox,24,3,0,0,http://ufcstats.com/fighter-details/10f3ba6cd2f44a97,3.82,33%,2.56,71%,2.88,2.88,43%,83%,0.1
Aalon,Cruz,,"6' 0""",145 lbs.,"78.0""",Switch,8,4,0,0,http://ufcstats.com/fighter-details/003d82fa384ca1d0,7.58,39%,8.88,58%,0.00,0.00,0%,0%,0.0
Jay,Cucciniello,,"5' 7""",155 lbs.,--,Orthodox,8,1,0,0,http://ufcstats.com/fighter-details/683ea28a198936fe,0.93,21%,4.73,36%,0.00,0.00,0%,71%,0.0
Emilio,Cuellar,Show Kid,--,125 lbs.,--,,6,1,0,0,http://ufcstats.com/fighter-details/3aeb69b4a13ff0e8,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Josh,Culibao,Kuya,"5' 10""",145 lbs.,"73.0""",Orthodox,10,1,1,0,http://ufcstats.com/fighter-details/6751eacd16bd59bc,3.06,44%,3.06,61%,0.00,0.00,0%,82%,0.3
Chris,Culley,,--,145 lbs.,--,,20,15,0,0,http://ufcstats.com/fighter-details/e59b13321562eed3,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Abel,Cullum,The Silent Assassin,"5' 7""",139 lbs.,--,Orthodox,20,6,0,0,http://ufcstats.com/fighter-details/2f8f3c69522db931,1.82,40%,1.23,46%,4.01,4.01,52%,0%,2.8
Zak,Cummings,,"6' 0""",185 lbs.,"75.0""",Southpaw,24,7,0,0,http://ufcstats.com/fighter-details/4ba8d454f762005d,2.58,32%,2.83,55%,0.68,0.68,28%,65%,0.7
Everett,Cummings,,--,205 lbs.,--,,12,0,0,0,http://ufcstats.com/fighter-details/05e4be525cb3578c,0.43,60%,4.34,45%,0.00,0.00,0%,0%,2.2
Patrick,Cummins,Durkin,"6' 2""",205 lbs.,"76.0""",Orthodox,10,7,0,0,http://ufcstats.com/fighter-details/e51e5cb722bd47a8,4.26,50%,3.35,55%,4.49,4.49,41%,28%,0.1
Luke,Cummo,,"6' 0""",170 lbs.,"74.0""",Orthodox,6,6,0,0,http://ufcstats.com/fighter-details/93ce4ac89e3d7652,1.74,43%,1.50,59%,0.89,0.89,55%,42%,1.4
Hugo,Cunha,Silverback,"6' 4""",250 lbs.,--,,6,0,0,0,http://ufcstats.com/fighter-details/46a17755f80f63e8,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Alton,Cunningham,The Bo-Man,"6' 2""",205 lbs.,"77.0""",Orthodox,4,2,0,0,http://ufcstats.com/fighter-details/305bde44ff664788,3.33,75%,4.94,20%,1.67,1.67,10%,100%,0.0
Santo,Curatolo,,"5' 3""",125 lbs.,"62.0""",Southpaw,6,2,0,0,http://ufcstats.com/fighter-details/b8b765e320a8db39,1.40,39%,6.07,34%,2.00,2.00,33%,100%,0.0
Larry,Cureton,,"6' 2""",240 lbs.,--,Orthodox,0,2,0,0,http://ufcstats.com/fighter-details/46f11d15c0134fe3,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Jeff,Curran,Big Frog,"5' 6""",135 lbs.,"69.0""",Orthodox,36,18,1,0,http://ufcstats.com/fighter-details/a8ea84cbe1655f0a,1.54,31%,2.48,60%,0.35,0.35,12%,35%,1.2
Kailin,Curran,,"5' 4""",115 lbs.,"65.0""",Orthodox,4,5,0,0,http://ufcstats.com/fighter-details/05b43e0ead3df345,3.89,43%,4.75,53%,2.00,2.00,57%,61%,0.6
Pat,Curran,Paddy Mike,"5' 9""",145 lbs.,--,,22,7,0,0,http://ufcstats.com/fighter-details/d8291d0dd63da29c,4.70,58%,4.40,63%,2.50,2.50,62%,66%,0.0
Chris,Curtis,Action-Man,"5' 10""",185 lbs.,"75.0""",Orthodox,29,8,0,0,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3,7.23,65%,6.28,48%,0.00,0.00,0%,100%,0.0
Ion,Cutelaba,The Hulk,"6' 1""",205 lbs.,"75.0""",Southpaw,16,7,1,0,http://ufcstats.com/fighter-details/cd13728ae1151f46,4.81,42%,3.39,48%,4.75,4.75,62%,79%,0.0
Gleidson,Cutis,Poney,"5' 9""",155 lbs.,--,Orthodox,7,4,0,0,http://ufcstats.com/fighter-details/44a94bbde42246e4,2.99,52%,8.28,59%,0.00,0.00,0%,0%,0.0
Sarah,D'alelio,The Monster,"5' 7""",145 lbs.,--,,11,7,0,0,http://ufcstats.com/fighter-details/ac45450f75d14f16,2.40,33%,0.00,100%,0.00,0.00,0%,100%,0.0
Marcos,da Matta,Parrumpinha,"5' 4""",145 lbs.,--,,11,3,0,0,http://ufcstats.com/fighter-details/3b6d84343579fd33,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Henrique,da Silva,Frankenstein,"6' 3""",205 lbs.,"76.0""",Orthodox,14,5,0,0,http://ufcstats.com/fighter-details/b0bd0c5425668b8f,3.89,60%,5.28,40%,0.25,0.25,14%,22%,0.2
Alex,Da Silva,Leko,"5' 8""",155 lbs.,"73.0""",Orthodox,21,4,0,0,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4,2.14,46%,2.52,56%,1.97,1.97,43%,76%,0.3
Daniel,Da Silva,Miojo,"5' 6""",125 lbs.,"70.0""",Switch,11,3,0,0,http://ufcstats.com/fighter-details/31bb0772f21cabd8,3.40,77%,7.36,22%,2.12,2.12,33%,0%,0.0
Henrique,Da Silva Lopes,Montanha,"6' 3""",240 lbs.,--,,5,2,0,0,http://ufcstats.com/fighter-details/1f8cd7634e8286ff,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Nicolas,Dalby,Danish Dynamite,"5' 11""",170 lbs.,"74.0""",Orthodox,19,4,1,0,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,3.26,38%,3.56,54%,1.25,1.25,29%,65%,0.0
Paul,Daley,Semtex,"5' 9""",170 lbs.,"76.0""",Orthodox,39,15,2,0,http://ufcstats.com/fighter-details/23725c826c481e7f,3.14,47%,2.37,60%,0.91,0.91,40%,64%,0.0
Dave,Dalgliesh,,"6' 2""",205 lbs.,--,Orthodox,30,19,2,0,http://ufcstats.com/fighter-details/ddbd0d6259ce57cc,0.00,0%,1.85,50%,0.00,0.00,0%,0%,0.0
Richard,Dalton,,"6' 1""",205 lbs.,--,Orthodox,4,3,1,0,http://ufcstats.com/fighter-details/6cd3dfc54f01287f,1.20,69%,3.27,25%,1.00,1.00,11%,0%,0.0
Aisling,Daly,Ais the Bash,"5' 2""",115 lbs.,"64.0""",Orthodox,16,6,0,0,http://ufcstats.com/fighter-details/e50cd77732d39967,2.92,52%,1.40,55%,2.15,2.15,41%,33%,0.9
Marko,Damiani,,"6' 0""",170 lbs.,--,,0,2,0,0,http://ufcstats.com/fighter-details/6e9b5c74c0860deb,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Leonardo,Damiani,Puppy,"5' 10""",170 lbs.,"69.0""",Orthodox,10,3,1,0,http://ufcstats.com/fighter-details/acd870570949d8a2,1.67,23%,4.17,37%,0.00,0.00,0%,50%,0.0
Rodrigo,Damm,,"5' 7""",155 lbs.,"71.0""",Orthodox,13,9,0,0,http://ufcstats.com/fighter-details/a20d7dfaba74c067,3.50,36%,5.61,57%,0.44,0.44,16%,80%,0.3
Carina,Damm,Beauty But the Beast,"5' 4""",135 lbs.,--,,2,13,0,0,http://ufcstats.com/fighter-details/033343da4c0cff8a,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Batgerel,Danaa,Storm,"5' 7""",135 lbs.,"70.0""",Orthodox,12,4,0,0,http://ufcstats.com/fighter-details/3b0a516d2921e0d6,6.22,37%,4.56,48%,0.35,0.35,33%,66%,0.0
Cindy,Dandois,Battlecat,"5' 7""",135 lbs.,--,Orthodox,8,3,0,0,http://ufcstats.com/fighter-details/9eef6584fab21fbb,3.13,32%,3.40,58%,5.00,5.00,55%,0%,0.0
Jarjis,Danho,Man Mountain,"6' 3""",265 lbs.,"74.0""",Orthodox,7,1,1,0,http://ufcstats.com/fighter-details/8614b7134913f5d5,3.38,50%,5.25,49%,0.51,0.51,16%,100%,0.0
Raymond,Daniels,,"6' 2""",185 lbs.,--,Southpaw,0,1,0,0,http://ufcstats.com/fighter-details/fccb0fee256b7b4d,0.00,0%,2.61,38%,0.00,0.00,0%,33%,3.0
Marques,Daniels,,--,155 lbs.,--,,5,5,0,0,http://ufcstats.com/fighter-details/55a80a9365bc107d,0.00,0%,0.00,0%,0.00,0.00,0%,0%,0.0
Alexandre,Dantas,Cafe,"6' 2""",238 lbs.,--,Orthodox,0,3,0,0,http://ufcstats.com/fighter-details/8dc46e9a7895ce1a,0.21,25%,1.87,60%,0.00,0.00,0%,0%,3.1
Eduardo,Dantas,Dudu,"5' 10""",135 lbs.,--,,20,4,0,0,http://ufcstats.com/fighter-details/676a2e5ec4d7338c,3.33,60%,3.00,60%,4.00,4.00,23%,100%,0.0
Mac,Danzig,,"5' 8""",155 lbs.,"70.0""",Orthodox,21,12,1,0,http://ufcstats.com/fighter-details/86f582852a5b240a,3.39,48%,3.44,57%,1.20,1.20,37%,46%,0.6
