Fighter,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt,SLpM,Str Acc. (pct),SApM,Str Def. (pct),TD Avg.,TD Acc. (pct),TD Def. (pct),Sub. Avg.,Link
Jason Thacker,,5.83,185.0,,Orthodox,0,1,0,0,0.63,0.33,17.05,0.32,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/f0264252e191da22
Brandon Thatch,Rukus,6.17,170.0,74.0,Switch,11,5,0,0,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7,http://ufcstats.com/fighter-details/638cfec7ec559d6e
Elias Theodorou,The Spartan,6.08,185.0,75.0,Orthodox,16,3,0,0,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,http://ufcstats.com/fighter-details/34f88592c0ab7a54
Nik Theotikos,,,185.0,,Orthodox,6,2,0,0,0.0,0.0,5.48,0.19,0.0,0.0,0.0,4.8,http://ufcstats.com/fighter-details/ca936c67687789e9
Paulo Thiago,,5.92,170.0,74.0,Orthodox,18,9,0,0,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2,http://ufcstats.com/fighter-details/30a09e43f15f1d75
Din Thomas,Dinyero,5.75,155.0,,Orthodox,26,9,0,0,1.85,0.37,2.6,0.59,1.38,0.52,0.76,1.2,http://ufcstats.com/fighter-details/40a604761ca7d64d
Ryan Thomas,The Tank Engine,6.0,170.0,,Orthodox,20,8,0,0,2.01,0.36,4.17,0.3,5.59,0.33,0.0,2.2,http://ufcstats.com/fighter-details/b732b326c362fb62
Noah Thomas,,5.75,135.0,,Orthodox,14,7,0,0,0.44,0.13,4.99,0.33,0.0,0.0,0.0,1.3,http://ufcstats.com/fighter-details/319c15b8aac5bfde
Joel Thomas,The NIce Guy,5.83,170.0,,,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2b33e57c4d0a4502
Treston Thomison,,5.67,145.0,,,10,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/ed5f04f833459877
Nick Thompson,The Goat,6.08,170.0,74.0,Orthodox,38,14,1,0,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d
James Thompson,The Colossus,6.42,265.0,,Orthodox,20,16,0,0,5.13,0.52,3.19,0.41,3.14,0.36,0.53,1.3,http://ufcstats.com/fighter-details/9e30f69cc0869301
Oli Thompson,,6.08,242.0,,Orthodox,17,10,0,0,1.66,0.46,5.31,0.46,0.0,0.0,0.5,0.5,http://ufcstats.com/fighter-details/dcdd511ff757f15c
Stephen Thompson,Wonderboy,6.0,170.0,75.0,Orthodox,16,6,1,0,3.9,0.43,2.81,0.56,0.29,0.41,0.63,0.0,http://ufcstats.com/fighter-details/4a28cb716c19157a
Josh Thomson,The Punk,5.83,155.0,71.0,Orthodox,22,9,0,0,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3,http://ufcstats.com/fighter-details/a566371ba2ad7152
Simeon Thoresen,The Grin,6.08,170.0,79.0,Orthodox,17,6,1,0,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec
Josh Thornburg,,6.0,170.0,,,8,8,0,0,1.2,0.5,3.13,0.38,2.0,0.66,0.42,2.0,http://ufcstats.com/fighter-details/083e15da67d9b0fa
Gleison Tibau,,5.83,155.0,71.0,Southpaw,33,14,0,0,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,http://ufcstats.com/fighter-details/75e5fec9f72910ef
Chris Tickle,BadBoy,5.75,155.0,,,9,9,0,0,1.07,0.4,1.13,0.43,1.0,0.25,0.2,2.0,http://ufcstats.com/fighter-details/1d1b85389a05df69
Nolan Ticman,,5.5,125.0,,Orthodox,4,3,0,0,2.57,0.47,2.53,0.67,0.0,0.0,0.6,0.0,http://ufcstats.com/fighter-details/9eb069062a0cfc13
Darren Till,The Gorilla,6.0,185.0,74.0,Southpaw,18,4,1,0,2.26,0.46,3.02,0.58,0.5,0.41,0.78,0.0,http://ufcstats.com/fighter-details/9ce6d5a03af801b7
Brett Tillis,,,145.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/7b461ccae8270207
Denis Tiuliulin,,6.08,185.0,77.0,Orthodox,10,6,0,0,4.45,0.37,6.03,0.37,0.0,0.0,0.33,0.0,http://ufcstats.com/fighter-details/0112352cb32f5026
Ryan Tobar,,,155.0,,,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/57481f1f10530c61
Andrew Todhunter,The Sniper,6.0,185.0,,Switch,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/274ca7b799b402cc
Dusko Todorovic,Thunder,6.08,185.0,74.0,Orthodox,11,3,0,0,5.36,0.54,4.77,0.47,1.14,0.14,0.5,0.0,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f
Tuco Tokkos,,6.33,205.0,75.0,Orthodox,7,3,0,0,5.57,0.4,8.86,0.43,3.8,1.0,0.0,0.0,http://ufcstats.com/fighter-details/3e8118c1ab52f211
Hideo Tokoro,,5.58,135.0,,Orthodox,34,29,2,0,1.78,0.37,2.01,0.65,0.87,0.34,0.44,2.3,http://ufcstats.com/fighter-details/2d5fbe2103f97053
Anatoly Tokov,,5.83,185.0,,,25,2,0,0,3.51,0.72,0.54,0.66,2.03,1.0,1.0,0.0,http://ufcstats.com/fighter-details/679ae8c4fd022c6b
Kazuki Tokudome,,5.92,155.0,73.0,Southpaw,18,7,1,0,2.26,0.41,3.63,0.53,2.0,0.38,0.78,0.0,http://ufcstats.com/fighter-details/c4af2feb4b58bc3b
Tyler Toner,,5.67,145.0,70.0,Orthodox,15,7,0,0,2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4,http://ufcstats.com/fighter-details/8e893f269d5696b2
James Toney,Lights Out,5.75,220.0,,Orthodox,0,1,0,0,0.0,0.0,2.41,0.27,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d10b35152277cf98
Masanori Tonooka,,5.67,185.0,,Orthodox,1,2,0,0,0.16,0.05,1.09,0.36,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/9de7c97e1c0d7927
Carl Toomey,,,,,,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5ee87e0432205755
Ilia Topuria,El Matador,5.58,155.0,69.0,Orthodox,12,0,0,0,2.87,0.48,2.28,0.64,3.15,0.46,1.0,2.6,http://ufcstats.com/fighter-details/54f64b5e283b0ce7
Anthony Torres,The Crush,5.67,170.0,,Orthodox,5,3,0,0,3.54,0.48,7.52,0.45,0.0,0.0,1.0,2.2,http://ufcstats.com/fighter-details/918d9d89d4d52acc
Miguel Torres,,5.75,135.0,76.0,Orthodox,44,9,0,0,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6,http://ufcstats.com/fighter-details/33b2f68ef95252e0
Ronys Torres,,5.58,155.0,,Orthodox,35,5,0,0,0.87,0.26,1.93,0.57,4.0,0.47,0.16,0.5,http://ufcstats.com/fighter-details/cce79e827569f26e
Haven Torres,,,125.0,,,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c
Tecia Torres,The Tiny Tornado,5.08,115.0,60.0,Orthodox,13,6,0,0,4.74,0.48,3.59,0.61,0.66,0.14,0.61,0.1,http://ufcstats.com/fighter-details/31ef8b67e13495b3
Alex Torres,Rolo,5.83,145.0,,Orthodox,5,4,0,0,2.47,0.37,2.73,0.69,2.0,0.22,0.5,0.0,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8
Abram Torres,,5.83,170.0,,,4,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e175a261a280f7cb
Jose Torres,Shorty,5.33,125.0,65.0,Orthodox,8,1,0,0,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0,http://ufcstats.com/fighter-details/d2036f31c035e0d1
Desmond Torres,,5.5,135.0,69.0,Orthodox,7,2,0,0,4.8,0.64,11.78,0.48,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/971aebf56267de20
Manuel Torres,El Loco,5.83,155.0,73.0,,13,2,0,0,10.5,0.55,3.74,0.58,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/2e7878927067fdca
Salim Touahri,Grizzly,5.83,170.0,72.0,Orthodox,10,4,0,0,2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f
Dequan Townsend,The Tarantula,6.25,205.0,79.0,Orthodox,21,12,0,0,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0,http://ufcstats.com/fighter-details/3f7dab21b6c971bc
Minoru Toyonaga,,5.92,195.0,,Southpaw,2,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/04076783ca83d6ae
Roberto Traven,Spider,6.25,227.0,,Orthodox,6,4,1,0,0.92,0.5,2.77,0.57,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/20ec0061400178ca
Bryan Travers,,,155.0,,,15,4,0,0,2.33,0.48,3.93,0.55,2.0,0.28,0.63,0.0,http://ufcstats.com/fighter-details/008cf84faae9c7a5
Alexander Trevino,,,170.0,,,7,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/73abb7a5c57fb443
Francisco Trevino,Sitkayan,5.75,155.0,70.0,Orthodox,13,3,0,0,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0,http://ufcstats.com/fighter-details/97a6bbe6e6566a94
Angelo Trevino,Baby Monsta,5.92,170.0,,Switch,7,3,0,0,5.19,0.54,3.9,0.47,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/0cf9f5518d6063bb
Frank Trigg,Twinkle Toes,5.75,170.0,71.0,Southpaw,21,9,0,0,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d
Francisco Trinaldo,Massaranduba,5.75,170.0,70.0,Southpaw,28,8,0,0,3.15,0.44,2.6,0.6,0.98,0.43,0.59,0.5,http://ufcstats.com/fighter-details/a8283a4f415e1eb9
Damien Trites,The Omen,5.92,165.0,,,7,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cb1c09c8126dbee0
Michael Trizano,The Lone Wolf,5.92,145.0,71.0,Orthodox,10,3,0,0,3.45,0.52,4.34,0.49,0.38,0.66,0.71,0.6,http://ufcstats.com/fighter-details/5bf31a46becc1204
Antonio Trocoli,Malvado,6.42,205.0,82.0,Orthodox,11,3,0,0,1.27,0.71,4.56,0.25,3.8,1.0,1.0,3.8,http://ufcstats.com/fighter-details/6d48a2df51749d91
Tor Troeng,The Hammer,6.17,185.0,,Orthodox,16,7,1,0,1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3,http://ufcstats.com/fighter-details/8abf70f79e9e27c2
Aaron Trujillo,,5.42,125.0,,,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/cc18abc046b382c9
Reynaldo Trujillo,The Truth,5.75,155.0,,,21,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e6b233a007cb06c4
Abel Trujillo,Killa,5.67,155.0,70.0,Orthodox,15,8,0,0,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4,http://ufcstats.com/fighter-details/e14b5aa06eea9653
Arman Tsarukyan,Ahalkalakets,5.58,155.0,72.0,Orthodox,18,3,0,0,3.76,0.45,1.86,0.54,2.71,0.33,0.75,0.0,http://ufcstats.com/fighter-details/eae48ff31db420c2
Chris Tuchscherer,The Crowbar,6.17,258.0,76.0,Orthodox,21,4,0,0,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6,http://ufcstats.com/fighter-details/df05aa15b2d66f57
Jon Tuck,Super Saiyan,5.92,155.0,73.0,Orthodox,10,5,0,0,3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea
Gavin Tucker,Guv'nor,5.5,145.0,66.0,Southpaw,13,2,0,0,4.39,0.45,4.28,0.57,2.98,0.42,0.53,1.5,http://ufcstats.com/fighter-details/da816417a579a0bd
Jumabieke Tuerxun,The Wild Wolf,5.58,135.0,,Orthodox,19,4,1,0,1.6,0.28,3.08,0.59,0.47,0.11,0.66,0.9,http://ufcstats.com/fighter-details/1ed32eaaba9ffe10
Tom Tuggle,The Law,6.17,250.0,,Orthodox,0,3,0,0,0.0,0.0,2.14,0.0,32.14,1.0,0.0,0.0,http://ufcstats.com/fighter-details/b9aa7d230865b5fe
Blair Tugman,,6.0,135.0,,,10,6,0,0,2.25,0.53,0.93,0.5,7.5,0.6,0.0,0.0,http://ufcstats.com/fighter-details/63f8775391301891
Tai Tuivasa,Bam Bam,6.17,264.0,75.0,Southpaw,15,3,0,0,4.54,0.52,3.56,0.48,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/c62fbc117d57b943
Zubaira Tukhugov,Warrior,5.67,145.0,68.0,Orthodox,20,5,1,0,2.94,0.39,2.84,0.65,2.46,0.43,1.0,0.0,http://ufcstats.com/fighter-details/aceffa19749c4dc0
Teila Tuli,,6.0,430.0,,Orthodox,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/96eff1a628adcc7f
Albert Tumenov,Einstein,5.92,170.0,73.0,Orthodox,18,4,0,0,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,http://ufcstats.com/fighter-details/ff6a1f63c254127e
Ricky Turcios,,5.75,135.0,71.0,Orthodox,12,3,0,0,5.27,0.34,4.02,0.56,0.67,0.18,0.45,0.0,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c
Anton Turkalj,The Pleasure Man,6.33,205.0,,,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/82529ce93cd9a2cf
Wellington Turman,The Prodigy,6.0,185.0,72.0,Orthodox,18,5,0,0,2.96,0.49,4.04,0.42,1.98,0.2,0.85,1.0,http://ufcstats.com/fighter-details/4dcfb28c011c11b2
Courtney Turner,,6.17,170.0,,,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/56f4b81ec4db61af
Jalin Turner,The Tarantula,6.25,155.0,77.0,Southpaw,13,5,0,0,6.48,0.47,4.31,0.44,1.14,0.8,0.77,2.0,http://ufcstats.com/fighter-details/4d8fa64202cee4c1
Austin Tweedy,,5.75,155.0,,Orthodox,8,2,0,0,4.29,0.66,6.43,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/885adaff8fe15cf7
Marcin Tybura,Tybur,6.25,249.0,78.0,Orthodox,22,7,0,0,3.65,0.49,3.44,0.54,1.54,0.32,0.82,0.1,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2
Takeru Uchida,,5.42,125.0,68.0,Southpaw,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,http://ufcstats.com/fighter-details/1d76f07ffdd765c2
Alberto Uda,,6.25,185.0,,Orthodox,12,2,0,0,1.79,0.52,3.49,0.45,2.83,0.5,0.66,0.0,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d
Ryuki Ueyama,,5.92,180.0,,Southpaw,12,18,5,0,0.13,0.21,1.4,0.46,0.5,1.0,0.0,1.5,http://ufcstats.com/fighter-details/bcd124bcd3d5be46
Christian Uflacker,,5.92,170.0,,,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/10ccf4ec9913cadc
Andy Uhrich,,6.0,170.0,,,11,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4a1a492f299581d9
Tagir Ulanbekov,,5.58,125.0,70.0,Southpaw,14,2,0,0,3.42,0.44,3.36,0.54,3.67,0.42,0.61,0.7,http://ufcstats.com/fighter-details/f00ac08ab056af5d
Carlos Ulberg,Black Jag,6.33,205.0,77.0,Orthodox,7,1,0,0,8.91,0.62,3.95,0.5,1.13,1.0,1.0,0.0,http://ufcstats.com/fighter-details/9014c02eff8b3d62
Gasan Umalatov,Cobra,5.92,170.0,71.0,Orthodox,17,4,2,0,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70
Jeremy Umphries,,,160.0,,,5,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4793a2d90f5ab8ae
Zach Underwood,,6.17,185.0,,,13,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/1e310618d02ff93b
Caol Uno,Uno Shoten,5.58,155.0,70.0,Southpaw,33,19,5,0,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5,http://ufcstats.com/fighter-details/eb1723480fa2f96c
Kengo Ura,Uraken,5.75,165.0,,,14,12,2,0,1.05,0.37,2.38,0.48,2.85,0.28,0.5,1.4,http://ufcstats.com/fighter-details/58258914525740a5
Logan Urban,Hulk,6.0,170.0,72.0,Orthodox,5,1,0,0,2.55,0.66,16.6,0.27,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5e23f30e9c6ed74e
Hector Urbina,El Toro,5.92,170.0,73.0,Orthodox,17,10,1,0,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8,http://ufcstats.com/fighter-details/4b8fb0453a596b8e
Elias Urbina,,6.25,185.0,77.0,Southpaw,3,1,0,0,3.85,0.37,6.17,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/47fcdcaccb58ca80
Gilbert Urbina,The RGV Bad Boy,6.25,185.0,75.0,Orthodox,6,3,0,0,6.21,0.59,6.34,0.47,4.14,0.33,0.0,0.0,http://ufcstats.com/fighter-details/b12fb759e02378de
Nick Urso,,5.5,125.0,66.0,Southpaw,10,3,0,0,3.61,0.45,5.06,0.36,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/e78c4c3d329c531b
Yasuhiro Urushitani,,5.42,125.0,,Southpaw,21,8,6,0,3.47,0.39,4.71,0.65,0.0,0.0,0.8,0.0,http://ufcstats.com/fighter-details/c34e5849184b08c3
Sho Patrick Usami,Savage,5.75,155.0,70.0,Orthodox,4,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/fe30c5f5cc3e028b
Kamaru Usman,The Nigerian Nightmare,6.0,170.0,76.0,Switch,20,1,0,1,4.66,0.52,2.59,0.58,3.0,0.49,1.0,0.1,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e
Mohammed Usman,The Motor,6.17,239.0,,,7,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/da7f113b5ea39c43
Darren Uyenoyama,BC,5.5,125.0,65.0,Orthodox,10,6,0,0,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7,http://ufcstats.com/fighter-details/6546af7ab545b90c
Richie Vaculik,Vas,5.5,125.0,69.0,Orthodox,10,4,0,0,3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0,http://ufcstats.com/fighter-details/54578e5927adea53
Egidijus Valavicius,,6.0,200.0,,Orthodox,29,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/fc1868f56d3036eb
Genaro Valdez,Rayadito,5.75,155.0,72.0,Orthodox,10,1,0,0,5.12,0.35,12.91,0.46,6.68,0.44,0.0,1.7,http://ufcstats.com/fighter-details/cda1099995b46cc2
Charlie Valencia,,5.25,135.0,64.0,Orthodox,12,7,0,0,2.58,0.37,2.61,0.77,1.4,0.53,0.75,0.5,http://ufcstats.com/fighter-details/8a0be41c0380188d
Victor Valenzuela,Joe Boxer,5.83,155.0,,,13,6,2,0,1.28,1.0,2.55,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/de277a4abcfeea46
Ivan Valenzuela,Bam Bam,,185.0,,,8,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/45b82ebf0b9e0fd2
Timur Valiev,Lucky,5.5,135.0,67.0,Orthodox,18,3,0,0,5.19,0.53,3.33,0.45,1.73,0.4,0.55,0.3,http://ufcstats.com/fighter-details/45e738622ea2c02c
Victor Valimaki,The Matrix,6.0,205.0,,Orthodox,18,10,0,0,3.94,0.3,2.99,0.67,0.9,0.14,0.0,0.0,http://ufcstats.com/fighter-details/663b76da637402c3
Andrew Valladerez,,,135.0,,,5,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/2a898bf9fb7710b3
Isaac Vallie-Flagg,,5.67,155.0,70.0,Orthodox,16,7,1,0,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0,http://ufcstats.com/fighter-details/c295de4e10acd4c9
Mike van Arsdale,,6.17,205.0,,Switch,8,5,0,0,1.52,0.41,1.91,0.41,1.06,0.14,0.37,0.0,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9
Matt Van Buren,Gutter,6.42,205.0,,,7,6,0,0,7.73,0.45,6.82,0.49,0.0,0.0,0.5,0.0,http://ufcstats.com/fighter-details/7b39035fae7268b8
Ron van Clief,The Black Dragon,5.83,190.0,,Orthodox,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/23ab42947c1990e3
Lloyd Van Dams,,6.08,240.0,,Southpaw,0,1,0,0,0.0,0.0,3.01,0.15,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/02177caefe7c07d4
Cameron VanCamp,Jumpman,6.17,170.0,74.0,Switch,15,6,1,0,7.35,0.61,6.58,0.29,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/87e2468b986ebb79
Chad Vance,,6.0,185.0,,Orthodox,7,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/26d61e92a6069cd2
Jared Vanderaa,,6.33,265.0,80.0,Orthodox,12,9,0,0,5.23,0.45,5.84,0.43,0.22,1.0,0.2,0.0,http://ufcstats.com/fighter-details/2b68d9f125d07b42
Austin Vanderford,AK-47,5.92,170.0,,Orthodox,4,0,0,0,3.9,0.52,5.19,0.45,0.0,0.0,1.0,1.9,http://ufcstats.com/fighter-details/32c3ee378671a5d9
Lando Vannata,Groovy,5.75,145.0,71.0,Orthodox,12,6,2,0,4.64,0.44,4.71,0.53,1.21,0.42,0.68,0.3,http://ufcstats.com/fighter-details/f9b200db02b488d9
Paige VanZant,12 Gauge,5.33,115.0,65.0,Orthodox,8,5,0,0,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0,http://ufcstats.com/fighter-details/4d5197f331c47290
Paul Varelans,The Polar Bear,6.67,300.0,,Orthodox,9,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9
Kazula Vargas,,5.67,155.0,71.0,Southpaw,12,5,0,0,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4,http://ufcstats.com/fighter-details/ec18eb918121787c
Jamie Varner,,5.67,155.0,71.0,Orthodox,21,11,1,0,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8,http://ufcstats.com/fighter-details/a54fc2d6fc224dc3
Guilherme Vasconcelos,Bomba,6.0,185.0,,Orthodox,9,4,0,0,3.27,0.29,4.4,0.7,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d6d5da3c209884bc
Linton Vassell,The Swarm,6.33,205.0,,,18,5,0,0,3.39,0.37,2.13,0.54,2.46,0.5,0.5,0.0,http://ufcstats.com/fighter-details/a148dfe3485be79d
Billy Vaughan,,5.5,155.0,,,12,17,0,0,0.0,0.0,1.36,0.5,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/61428ed51f5ff465
Yuri Vaulin,,6.33,197.0,,Southpaw,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/4679a38cced7c64a
Javier Vazquez,Showtime,5.58,145.0,69.0,Southpaw,16,5,0,0,2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5,http://ufcstats.com/fighter-details/be5cfd73617a5b1a
Manny Vazquez,,5.83,125.0,72.0,Orthodox,11,2,0,0,1.47,0.41,2.67,0.48,1.0,0.33,0.0,1.0,http://ufcstats.com/fighter-details/8d4d25fd9218860b
Matt Veach,,5.92,155.0,,Orthodox,17,5,0,0,1.12,0.28,4.91,0.44,3.64,0.38,1.0,1.5,http://ufcstats.com/fighter-details/5731cc327790b731
Joe Vedepo,The Doctor,6.0,185.0,,Orthodox,18,9,0,0,1.43,0.42,5.71,0.38,1.07,0.2,0.0,0.0,http://ufcstats.com/fighter-details/d35c3ed553b71fa2
Kelly Velasco,Killer,5.75,135.0,,Orthodox,2,1,0,0,2.27,0.35,5.67,0.47,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/93c9897f0f9f5dab
Cain Velasquez,,6.08,240.0,77.0,Orthodox,14,3,0,0,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4,http://ufcstats.com/fighter-details/0ff11cc094e887bc
David Velasquez,Little,5.42,145.0,,Orthodox,10,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/09c44b317c98bf96
Bojan Velickovic,Serbian Steel,6.0,170.0,76.0,Southpaw,15,6,1,0,2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5,http://ufcstats.com/fighter-details/fcce75a25c14a804
Karlos Vemola,,6.0,185.0,75.0,Orthodox,17,5,0,0,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,http://ufcstats.com/fighter-details/d23ccf4a6c221284
Luigi Vendramini,The Italian Stallion,5.67,155.0,73.0,Orthodox,9,3,0,0,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6,http://ufcstats.com/fighter-details/2f1a257d6777096d
Jerrel Venetiaan,,6.08,195.0,,Orthodox,4,3,0,0,0.81,0.33,1.51,0.67,0.0,0.0,0.6,0.0,http://ufcstats.com/fighter-details/602bb270f2bdbf02
Scott Ventimiglia,Meant to Kill Ya,5.92,185.0,,,14,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/6e62bb64f7cc5026
Brandon Vera,The Truth,6.25,230.0,78.0,Orthodox,15,7,0,0,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,http://ufcstats.com/fighter-details/fa315e6c77eee106
Kerry Vera,,5.58,135.0,,Orthodox,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/df0a1c1e11ad199b
Marlon Vera,Chito,5.67,135.0,70.0,Switch,19,7,1,0,4.33,0.51,4.99,0.5,0.73,0.42,0.68,1.1,http://ufcstats.com/fighter-details/7c7332319c14094c
